,Title,price,rating,combined
29,"Desktop Calculator, Light Blue Calculator Big Buttons, 12-Digits Large LCD Display, Solar and AA Battery Dual Power, Desk Calculator for Office Home School Business Class (Light Blue)",5.99,4.0,0.28846565225889775
1,"CATIGA 12 Digits Desktop Calculator with Large LCD Display and Sensitive Button, Dual Solar Power and Battery, Standard Function for Office, Home, School, CD-2786",9.99,4.7,0.2860244773305046
92,"CATIGA Desktop Calculator 8 Digit with Solar Power and Easy to Read LCD Display, Big Buttons, for Home, Office, School, Class and Business, 4 Function Small Basic Calculators for Desk, CD-8185",9.99,4.7,0.2860244773305046
74,"Empire Desk Calculator with Large Key Buttons, 12 Digits, Large Eye-Angled Display, Solar and Battery Powered for Home and Office (Battery Included)",9.99,4.7,0.2860244773305046
0,"Texas Instruments TI-30XIIS Scientific Calculator, Black with Blue Accents",9.99,4.7,0.2860244773305046
7,"Amazon Basics LCD 8-Digit Desktop Calculator, 1 Pack, Small, Black",9.49,4.6,0.28437534787918595
139,"12 Digit Desktop Calculator with Large LCD Display and Sensitive Button, Dual Solar Power and Battery, Standard Function for Office (YE8898)",8.95,4.5,0.28375291909836686
11,"Calculator, Deli Standard Function Desktop Calculators with 12 Digit Large LCD Display and Sensitive Button, Solar Battery Dual Power Office Calculator, Green",8.99,4.5,0.2824118135153662
27,"Mr. Pen- Calculator, Pink, Calculators Large Display, Standard Function Calculator, 12-Digit, Calculators Desktop, Office Calculator, Desktop Calculator, Desk Calculator Large Display, Pink Calculator",4.99,3.8,0.27890708844111833
57,"Casio fx-260SOLARII 1-Line Scientific Calculator, Black",9.79,4.6,0.27508382757462196
76,Large Electronic Calculator Counter Solar & Battery Power 12 Digit Display Multi-Functional Big Button for Business Office School Calculating (1 x Calculator),9.95,4.6,0.27035744753092017
64,"Mr. Pen- Mechanical Switch Calculator, 10 Digits, Blue Calculator, Transparent Body, Large LCD Display, Big Buttons Mechanical Calculator Desktop Calculator, Cute Calculator, Aesthetic Calculator",6.99,4.1,0.2700642496282017
9,"Mr. Pen- Mechanical Switch Calculator, 12 Digits, Large LCD Display, Pink Calculator Big Buttons, Mechanical Calculator, Calculators Desktop Calculator, Cute Calculator, Aesthetic Calculator Pink",9.99,4.6,0.2691995080757689
80,"VEWINGL Standard Calculator 12 Digit,Desktop Large Display and Buttons,Calculator with Large LCD Display for Office,School, Home & Business Use,Automatic Sleep,with Battery",9.99,4.6,0.2691995080757689
86,"Helect Calculator, Standard Function Calculator (Black)",9.99,4.6,0.2691995080757689
110,"Calculator Pink, Basic Small Solar and Battery Operated, Large Display Four Function, Auto Powered Handheld Calculator School and Kids Available in Green, Red, Purple, Grey, Blue, 1 PK – by Enday",5.99,3.9,0.25961908703300796
106,"Casio fx-300MSPLUS2 2nd Edition, Standard Scientific Calculator",10.98,4.7,0.2584307267256502
131,"Helect 12 Digit Desktop Calculator, Standard Function Business Desktop Calculator, Silver",9.99,4.5,0.25237453882103345
153,"Scientific Calculator for Students, 991 MS Science Calculator for Middle and High School Supplies Calculator with Cover (991MS-Blue)",9.99,4.5,0.25237453882103345
101,"Desk Calculator, 12-Digit Solar Battery Office Calculator with Large LCD Display Big Sensitive Button, Dual Power Desktop Calculators",9.99,4.5,0.25237453882103345
141,12 Digits Desk Calculator with Large Display LCD and Sensitive Big Buttons Dual Power Solar Calculator with Battery Standard Functions Basic Calculators for Offices Home Schools CF-1453,8.99,4.3,0.24475690504665068
59,"Casio Inc. JF-100BM Standard Function Calculator,Multicolor, 4 1/4 x 6 7/8",12.24,4.7,0.22976716493424393
130,Texas Instruments TI108 Single 108/BK/D by Texas Instruments,11.99,4.6,0.22115322959889577
146,Canon Office Products LS-555H Business Calculator,12.99,4.6,0.20267815946864315
53,"Canon Office Products HS-1200TS Business Calculator, Black, 4 7/8 x 6 7/8",13.99,4.7,0.19852203860694256
12,Texas Instruments TI-1795 SV Standard Function Calculator,14.14,4.7,0.19620374998552714
4,Texas Instruments TI-30XS MultiView Scientific Calculator,15.44,4.8,0.1884692943350189
138,"Calculator, Desk Calculators, Cute Pink Calculator, 12 Digit with Large LCD Display, Basic Standard Calculator, Big Button, Aesthetic Calculator, Mechanical Calculator for Office School",9.99,4.1,0.18507466180209112
107,"VEWINGL Mechanical Switch Calculator,Calculator Cute 12 Digit Large LCD Display and Buttons,Calculator with Large LCD Display Great for Everyday Life and Basic Office Work.with Battery (Colorful Blue)",14.99,4.7,0.18394316330927105
52,"Sharp EL-334WB Business Calculator, White 4.0",14.99,4.7,0.18394316330927105
10,"Desk Calculator 12 Digit Extra Large LCD Display, Touch Comfortable with Big Buttons, PXY Two Way Power Battery and Solar Standard Function Office Calculators",14.99,4.6,0.17312297723225503
116,"Calculators, Benkaim Desk Calculator,Basic Standard Calculator,12 Digit Large LCD Display Big Button Calculator for School, Home & Business Use(Pink Gradient)",15.99,4.7,0.1711877871107454
93,Casio fx-55 Plus Elementary/Middle School Fraction Calculator (FX-55PLUS),15.15,4.6,0.1710956673061788
68,"Calculator,12 Digit Extra Large LCD Display Office Desk Calculators, Two Way Power Battery and Solar,Big Button Standard Basic 4 Function Desktop Calculators for Office Financial Accounting Business",13.99,4.4,0.16348873767630567
33,"Casio fx-115ESPLUS2 2nd Edition, Advanced Scientific Calculator",17.39,4.7,0.15579478395362875
42,Casio DJ-120D Business Desktop Calculator with Check & Correct,15.67,4.5,0.1544932774827021
19,"Desk Calculator 12 Digit Extra Large 4.3-Inch LCD Display, Two Way Power Battery and Solar Calculators Desktop, Big Buttons Easy to Press Used as Office Calculators for Desk White",14.99,4.4,0.15148260507822323
124,"Sharp EL-310WB Calculator, White 3.125, 3.38 x 4.75 x 1.0 inches",15.96,4.5,0.15136516889451423
129,"Sharp EL-310WB Calculator, White 3.125, 3.38 x 4.75 x 1.0 inches",15.96,4.5,0.15136516889451423
99,"M&G Desktop Calculator 12 Digits Extra Large LCD Display, Dual Solar Power and Battery, Mechanical Calculator with Big Buttons, Battery Include, Basic Financial Calculator for Office Home School",16.99,4.6,0.15052604861243857
83,"Canon TX-220TSII Standard Function Calculator, White, 1.2"" x 5.7"" x 5.7",16.99,4.5,0.1411181705741612
87,"Calculated Industries 8510 Home ProjectCalc Do-It-Yourselfers Feet-Inch-Fraction Project Calculator | Dedicated Keys for Estimating Material Quantities and Costs for Home Handymen and DIYs , White Small",18.99,4.7,0.140981927834932
137,"Scientific Calculators, IPepul Pink Math Calculator with 417 Function, Solar Battery Power and 4-Line Display, School Supplies for Middle High College Students Teachers (Pink 991ES Plus)",15.99,4.4,0.14097817762061388
21,Texas Instruments TI-36X Pro Engineering/Scientific Calculator | 9.7 Inch | Black.,20.73,4.8,0.13496655404387792
62,FX-991CW Advanced Scientific Calculator,19.99,4.7,0.1329280393937071
118,"Comix Desktop Calculator, Large Computer Keys, 12 Digits Display, Champaign Gold Color Panel, C-2735",18.99,4.6,0.13268887325640655
8,"Calculator, Splaks 2 Pack Standard Functional Desktop Calculators Solar and AA Battery Dual Power Electronic Office Calculators with 12-Digit Large Display (1 Basic Black&1 Updated Silver)",15.99,4.3,0.13090830779056997
16,Texas Instruments TI-34 MultiView Scientific Calculator,20.54,4.7,0.12883267241102095
95,BUY NOW DIRECT -Texas Instruments TI-30XA Scientific Calculator-PT# BND- UTTEXTI30XA,17.95,4.4,0.1237846243907785
134,LED Back-Light Calculator Desktop SMT-200 / Added Sound Function (White),15.8,4.2,0.1224614574817929
91,Casio FX-350ES Plus Scientific Calculator,18.5,4.4,0.11961450018008386
120,"PATIKIL Basic 8 Digit LCD Display 4 Function Small Desktop Battery Powered Handheld Calculator for Home Office, Red",9.99,3.7,0.11777478478314897
109,"PATIKIL Basic 8 Digit LCD Display 4 Function Small Desktop Battery Powered Handheld Calculator for Home Office, Red",9.99,3.7,0.11777478478314897
100,"Victor 1190 Desktop Display Calculator, Black, 1"" x 5.9"" x 7.8",20.69,4.5,0.11272371404230218
54,"Casio HR-10RC, Mini-Desktop Printing Calculator (New Version of The HR-8TM)",19.49,4.4,0.11270137995188768
13,"Calculators, BESTWYA 12-Digit Dual Power Handheld Desktop Calculator with Large LCD Display Big Sensitive Button (Black, Pack of 5)",20.99,4.5,0.11086019415583263
121,Casio FX-991ES Plus-2nd Edition Scientific Calculator,24.75,4.7,0.10351348159433024
128,Casio FX-991ES Plus-2nd Edition Scientific Calculator,24.75,4.7,0.10351348159433024
157,"Scientific Calculators for Students, Blue Math Calculator with Notepad,10-Digit Large Screen, Classroom Must Haves for Middle High School Supplies & College （Blue）",19.99,4.3,0.10165085365401128
85,"Mr. Pen- Mechanical Switch Calculator, 10 Digits, Purple Calculator, Transparent Body, Large LCD Display, Big Buttons Mechanical Calculator Desktop Calculator, Cute Calculator, Aesthetic Calculator",6.85,3.4,0.10030854708946065
114,"Mr. Pen- Mechanical Switch Calculator, 10 Digits, Purple Calculator, Transparent Body, Large LCD Display, Big Buttons Mechanical Calculator Desktop Calculator, Cute Calculator, Aesthetic Calculator",6.85,3.4,0.10030854708946065
145,"Texas Instruments Ti-36x Pro Scientific Calculator, 16-Digit LCD",27.5,4.8,0.09652299164934543
112,"Better Office Products Large Desktop Calculators, 5 Pack, 12-Digit LCD Display, Angled Display Panel, Standard Function, Black, Dual Power with Included AA Battery Power, 5 Pack",20.95,4.3,0.09629150253255744
78,"Mechanical Switch Calculator, JS05, Basic 10-Digit Desktop Calculator for Office, School, Home, Business Use (Black)",19.99,4.2,0.09383155721908736
48,EAI 560439 Texas Instruments TI-36X Pro Scientific Calculator Small,27.59,4.7,0.09079794169920392
158,"8 Pack Office Calculators Desktop, 12-Digit Solar Basic Desktop Calculator Dual Power Electronic Calculators with Large LCD Display Big Button Handheld Calculator for Office Home and School",27.99,4.7,0.08921432978345749
67,"LICHAMP Desk Calculators with Big Buttons and Large Display, Office Desktop Calculator Basic 12 Digit with Solar Power and AA Battery (Included), 6 Bulk Pack",25.99,4.5,0.08613515474897411
97,Pocket Size Student Function Calculator Basic Solar Battery Calculator Bulk Mini Colorful Calculator for Student Kids School Home Office Desktop Accounting Tools(9 Pieces),19.99,4.1,0.08601226078416337
149,"8 Pack Desk Calculators with Big Buttons and Large Display Dual Power Desktop Calculators 12 Digit Solar Power Calculator for Office, Home, School",26.99,4.5,0.08228944465523598
56,"Texas Instruments BA II Plus Financial Calculator, Black Medium",29.99,4.7,0.08192992618968549
113,Canon Office Products WS-1400H Business Calculator,30,4.6,0.07707853595004281
90,HP 10bII+ Financial Calculator,31.95,4.7,0.07567600921134793
82,TEXAS INSTRUMENTS 30XIIS Scientific/Math Calculator - Orange,32.9,4.7,0.07291288624020273
89,"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Lime Green",34.99,4.8,0.07132463992443583
136,12 Pieces Pocket Size Mini Calculators Handheld Angled 8-Digit Display Calculators Basic Standard Small Accounting Desktop Supplies for Office School and Home,17.99,3.8,0.0705558542115688
143,"Casio HR-170RC Printing Calculator, Black, 2.6"" x 6.5"" x 11.6",32.38,4.6,0.07002846824539037
84,"Konohan 8 Pieces 12-Digit Calculator, Solar Basic Desktop Calculator Large Display Electronic Dual Power Handheld for Home Office School(Black)",27.99,4.3,0.06822272277558512
156,"18 Pieces Pocket Calculator,Pocket Size Mini Calculators,8 Digit Display Basic Calculator,Solar Battery Dual Power Desktop Calculators for Students Kids Home Office (Multicolor, 18 Pieces)",29.99,4.4,0.06747170392091746
135,"12 Pack Pocket Size Mini Calculator Basic Calculator for Students 8 Digit Display Solar Battery Dual Power Small Desktop Home Office School Students Kids, 4 Colors",22.99,4.0,0.06645307681510486
127,"12 Pack Pocket Size Mini Calculator Basic Calculator for Students 8 Digit Display Solar Battery Dual Power Small Desktop Home Office School Students Kids, 4 Colors",22.99,4.0,0.06645307681510486
123,"Casio HR-170RC Plus, Desktop Printing Calculator (New Version of The HR-100TM)",33.99,4.6,0.06581914481444166
117,"Texas Instruments BAII Plus Financial Calculator, Black",35.48,4.6,0.062263929381825664
133,"Texas Instruments TI-30X IIS 2-Line Scientific Calculator, Lavender",39.99,4.8,0.059757083942733234
35,"Amazon Basics LCD 8-Digit Desktop Calculator, 5-Pack, Silver",35.03,4.5,0.059349163670266464
94,Canon Office Products BS-1200TS Business Calculator,31.99,4.3,0.057778391167899304
96,Canon Office Products BS-1200TS Business Calculator,31.99,4.3,0.057778391167899304
98,HP 12CP Financial Calculator,39.94,4.6,0.053207487242213615
24,"Canon P23-DHV-3 Printing Calculator with Double Check Function, Tax Calculation and Currency Conversion",38.47,4.5,0.05246292889593794
61,"CATIGA CS229 Scientific Calculator with Graphics Functions, Multiple Modes with Intuitive User Interface for Beginners and Advanced Courses",39.99,4.4,0.0464777319554592
66,"Learning Resources Primary Calculator - 10 Pieces, Ages 3+, Basic Solar Powered Calculators, Teacher Supplies, Back to School Supplies",42.79,4.5,0.04538338986877156
39,"Victor Printing Calculator, 1208-2 Compact and Reliable Adding Machine with 12 Digit LCD Display, Battery or AC Powered, Includes Adapter,White",40.82,4.4,0.045197536825688014
144,"Casio HR-300RC Printing Calculator with Backlit LCD Display,White,Mini-Desktop",43.27,4.5,0.044684034743652554
46,"Calculated Industries 4065 Construction Master Pro Advanced Construction Math Feet-inch-Fraction Calculator for Contractors, Estimators, Builders, Framers, Remodelers, Renovators and Carpenters",49.95,4.8,0.04361575106327078
150,"Scientific Calculator with Graph Functions for College and High School Students, Engineering, Advanced Mathematics, Calculus, Algebra, Geometery, Trigonometry, Statistics, Physics, Chemistry - Green",39.99,4.3,0.04315789395864067
151,"Scientific Calculator with Graphic Functions - Multiple Modes with Intuitive Interface - Perfect for Beginner and Advanced Courses, High School or College",39.99,4.3,0.04315789395864067
75,"CATIGA New & Upgraded 2024 Printing Calculator Adding Machine 10 Key, Desktop Home Office Calculator with Paper Roll Print Out, Accounting Business Finance",39.99,4.3,0.04315789395864067
147,TI 30 XS Multiview Scientific Calculator + WYNGS Protective Case Black,51.99,4.8,0.04107277770846785
102,"20 Pieces Bulk Solar Calculator for Students Kids Basic Pocket Mini Dual Power 10 Function Calculator Small for Class Office School Students Kids, No Battery",28.99,3.8,0.04021011364622803
31,Flutesan 24 Pieces Basic Calculators for Students Small Pocket Size Mini Calculators Dual Powered Handheld Calculator 8 Digit Display Desktop School Supplies for Desktop Home Kids Office(Black),33.99,3.9,0.03702326895812344
122,"Canon P170DH3 12-Digit Desktop Printing Calculator, White",51.32,4.5,0.034904728563438264
58,24 Pack Basic Calculators for Students Pocket Size Mini Calculators 8 Digit Display Basic Calculator Solar Battery Dual Power Handheld Calculators for Office School and Home,33.99,3.8,0.03290957240722083
142,"Scientific Calculator with Graphing, Includes Carrying Case, for College and High School Students, Calculus, Algebra, Geometry, Trigonometry, Statistics, Physics, Chemistry, Black",49.99,4.3,0.0314628122992042
37,"Sharp QS-2130 12-Digit Commercial Desktop Calculator with Kickstand, Arithmetic Logic, Battery and Solar Hybrid Powered LCD Display, Great For Home and Office Use,Gray and Black Small",60.35,4.7,0.030644803885935396
45,"Sharp EL-1750V Two-Color Printing Calculator 2 Lines/Sec 3"" Black/Red",58.18,4.5,0.028706758741902177
70,Texas Instruments TI-108 Solar Power Calculator/Teacher’s Kit (set of 10),60.55,4.6,0.028684678355780556
20,"Canon Office Products 2198C001 Canon MP11DX-2 Desktop Printing Calculator with Currency Conversion, Clock and Calendar",61.09,4.6,0.028264606179247767
132,Texas Instruments TI-83 Plus Graphing Calculator (Renewed),59.99,4.4,0.025487259568591616
23,"Sharp EL-1901 Paperless Printing Calculator with Check and Correct, 12-Digit LCD Primary Display, Functions the Same as a Printing Calculator/Adding Machine with Scrolling LCD Display Instead of Paper",63.99,4.5,0.024496817722255888
55,15 Pieces 2 Line Engineering Scientific Calculator Function Calculator Calculator Large Display Math Calculator for Student Teacher Classroom High School College School Business Offices Black,57.99,4.2,0.02308694230223504
51,"Canon Office Products 2202C001 Canon MP25DV-3 Desktop Printing Calculator with Currency Conversion, Clock & Calendar",69.13,4.5,0.021362304124789844
40,"Sharp EL-1801V Ink Printing Calculator, Fluorescent Display, AC, Off-White",66.99,4.4,0.021101632657667728
43,Canon CNMMP11DX - MP11DX Printing Calculator,73.99,4.6,0.020052378382476543
26,Sharp EL-1197PIII Heavy Duty Color Printing Calculator with Clock and Calendar,81.44,4.7,0.01752567771510941
32,"Texas Instruments TI-84 Plus Graphics Calculator, Black (Renewed)",84.44,4.5,0.014286983658459701
88,CASIO PRIZM FX-CG50 Color Graphing Calculator,94.88,4.8,0.01292601155072314
25,"Sharp EL2196BL Standard Function Calculator, Black",96.41,4.6,0.011008495536629555
34,"Sharp EL-T3301 Thermal Printing Calculator, Black Print, 8 Lines/Sec",92.43,4.4,0.010756962230088391
49,Graphing Calculator,99.99,4.6,0.009939886591651246
155,"Texas Instruments TI-84 Plus Graphing Calculator, Black",103.85,4.7,0.009424634308541315
104,Texas Instruments Ti-84 plus Graphing calculator - Black,104.88,4.6,0.008598129059754179
15,"Texas Instruments TI-84 Plus Graphics Calculator, Black 320 x 240 pixels (2.8"" diagonal)",107.9,4.7,0.00831961352563617
6,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Black",119.99,4.7,0.005464632860778689
105,Victor 1460-4 12 Digit Extra Heavy Duty Commercial Printing Calculator,114.92,4.4,0.005426027467154387
38,"Texas Instruments TI-84 Plus CE Graphing Calculator, Black",126.99,4.7,0.004060116404667763
36,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Teal (Metallic)",129,4.8,0.003901751778364432
108,"Texas Instruments TI-84 PLUS CE Graphing Calculator, Black (Frustration-Free Packaging) (84PLCE/PWB/2L1/A)",129.99,4.7,0.003504487082954824
81,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Bright White",134.97,4.7,0.002636675345851913
72,"Texas Instruments ti-84 Plus Ce Color Graphing Calculator, Black",135,4.5,0.0023220366821338433
63,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Bionic Blue Small",137.97,4.6,0.0020180084510386933
140,"TI-84 Plus CE Color Graphing Calculator, White",139.7,4.7,0.001869718629006843
65,Texas Instruments TI-Nspire CX II Color Graphing Calculator with Student Software (PC/Mac) White 3.54 x 7.48,143.82,4.7,0.001242780196071634
119,"Texas Instruments TI-84 Plus CE Color Graphing Calculator, Rose Gold (Metallic)",149.99,4.8,0.0003899711779154026
17,Texas Instruments TI-Nspire CX II CAS Color Graphing Calculator with Student Software (PC/Mac),152.75,4.7,0.0
111,"Desk Calculator with Big Buttons and Large Display, Basic Calculator 12-Digit Calculators with Solar Power and AA Battery Dual Power Handheld Desktop Calculator for Office Home School",5.37,3.0,0.0
